"日付","終値","始値","高値","安値","出来高","変化率 %"
"2016-07-23","69,713","68,856","69,830","68,740","20.90K","0.89%"
"2016-07-24","70,270","69,713","70,505","69,239","22.29K","0.80%"
"2016-07-25","69,397","70,270","70,610","69,244","17.12K","-1.24%"
"2016-07-26","68,858","69,397","69,435","67,985","15.63K","-0.78%"
"2016-07-27","69,038","68,858","69,826","68,420","12.33K","0.26%"
"2016-07-28","68,616","69,038","69,300","68,476","16.09K","-0.61%"
"2016-07-29","67,784","68,616","68,970","67,770","12.62K","-1.21%"
"2016-07-30","67,179","67,784","67,857","67,000","13.26K","-0.89%"
"2016-07-31","64,000","67,179","67,357","64,000","21.83K","-4.73%"
"2016-08-01","62,490","64,000","64,329","62,207","22.85K","-2.36%"
"2016-08-02","51,497","62,490","63,150","47,990","32.01K","-17.59%"
"2016-08-03","58,040","51,491","60,000","51,363","24.32K","12.71%"
"2016-08-04","58,147","58,040","59,618","57,433","16.01K","0.18%"
"2016-08-05","58,671","58,147","58,850","57,760","7.88K","0.90%"
"2016-08-06","60,191","58,671","60,373","57,900","13.23K","2.59%"
"2016-08-07","60,788","60,134","61,860","60,013","13.68K","0.99%"
"2016-08-08","61,039","60,788","61,361","60,396","14.49K","0.41%"
"2016-08-09","60,660","61,046","61,223","60,077","13.27K","-0.62%"
"2016-08-10","60,859","60,660","61,416","60,270","10.43K","0.33%"
"2016-08-11","60,358","60,859","61,032","60,079","10.63K","-0.82%"
"2016-08-12","60,162","60,358","60,835","59,850","15.50K","-0.32%"
"2016-08-13","59,880","60,162","60,475","59,712","15.61K","-0.47%"
"2016-08-14","58,682","59,880","59,978","57,927","20.37K","-2.00%"
"2016-08-15","57,946","58,682","58,920","57,082","18.44K","-1.25%"
"2016-08-16","58,165","57,946","58,740","57,000","17.21K","0.38%"
"2016-08-17","57,920","58,165","58,889","57,700","12.20K","-0.42%"
"2016-08-18","57,807","57,920","58,675","57,726","12.77K","-0.20%"
"2016-08-19","58,145","57,807","58,409","57,780","5.94K","0.58%"
"2016-08-20","58,519","58,145","58,632","57,986","6.43K","0.64%"
"2016-08-21","58,428","58,511","58,719","58,181","8.45K","-0.16%"
"2016-08-22","59,407","58,458","59,609","58,415","10.39K","1.68%"
"2016-08-23","58,775","59,407","59,520","58,190","11.01K","-1.06%"
"2016-08-24","58,165","58,775","58,800","58,127","11.52K","-1.04%"
"2016-08-25","58,072","58,211","58,260","57,658","15.15K","-0.16%"
"2016-08-26","58,727","58,072","58,753","57,938","11.22K","1.13%"
"2016-08-27","58,191","58,727","58,818","57,733","14.78K","-0.91%"
"2016-08-28","58,266","58,191","58,510","58,029","15.81K","0.13%"
"2016-08-29","58,565","58,266","58,788","58,199","14.65K","0.51%"
"2016-08-30","59,482","58,565","59,690","58,460","15.61K","1.57%"
"2016-08-31","59,193","59,482","59,631","58,892","10.30K","-0.49%"
"2016-09-01","59,218","59,193","59,415","59,118","11.88K","0.04%"
"2016-09-02","59,455","59,218","59,629","58,991","13.19K","0.40%"
"2016-09-03","62,106","59,455","62,733","59,423","16.41K","4.46%"
"2016-09-04","63,088","62,106","63,184","62,022","17.75K","1.58%"
"2016-09-05","62,800","63,088","63,122","62,356","16.85K","-0.46%"
"2016-09-06","62,295","62,800","63,359","62,161","15.03K","-0.80%"
"2016-09-07","62,819","62,295","62,878","62,120","15.83K","0.84%"
"2016-09-08","63,836","62,819","63,966","62,674","19.25K","1.62%"
"2016-09-09","64,167","63,836","64,204","63,607","16.23K","0.52%"
"2016-09-10","64,394","64,167","64,500","64,110","21.08K","0.35%"
"2016-09-11","62,394","64,394","64,776","61,350","23.33K","-3.11%"
"2016-09-12","62,091","62,394","62,790","61,782","16.50K","-0.49%"
"2016-09-13","62,551","62,091","62,840","62,020","18.73K","0.74%"
"2016-09-14","62,727","62,551","62,980","62,501","12.89K","0.28%"
"2016-09-15","62,468","62,727","62,840","62,323","14.29K","-0.41%"
"2016-09-16","62,600","62,468","62,725","62,431","6.40K","0.21%"
"2016-09-17","62,310","62,599","62,630","62,217","4.80K","-0.46%"
"2016-09-18","62,759","62,310","62,809","62,272","14.47K","0.72%"
"2016-09-19","62,090","62,759","62,920","61,821","14.79K","-1.07%"
"2016-09-20","61,967","62,090","62,350","61,850","12.24K","-0.20%"
"2016-09-21","60,409","61,967","61,977","60,089","21.47K","-2.51%"
"2016-09-22","60,265","60,409","60,629","60,112","18.70K","-0.24%"
"2016-09-23","61,226","60,265","61,296","60,125","20.12K","1.59%"
"2016-09-24","60,919","61,226","61,456","60,905","18.75K","-0.50%"
"2016-09-25","60,758","60,919","61,265","60,573","21.69K","-0.26%"
"2016-09-26","61,213","60,758","61,399","60,640","24.31K","0.75%"
"2016-09-27","61,047","61,213","61,599","60,880","28.14K","-0.27%"
"2016-09-28","61,126","61,033","61,258","60,883","19.50K","0.13%"
"2016-09-29","61,232","61,126","61,500","61,047","21.74K","0.17%"
"2016-09-30","61,927","61,232","61,997","61,082","19.41K","1.14%"
"2016-10-01","62,300","61,927","62,501","61,910","16.83K","0.60%"
"2016-10-02","62,015","62,300","62,313","61,667","14.34K","-0.46%"
"2016-10-03","62,272","62,015","62,302","61,980","15.57K","0.41%"
"2016-10-04","62,774","62,272","62,865","62,100","16.95K","0.81%"
"2016-10-05","63,389","62,760","63,560","62,683","21.37K","0.98%"
"2016-10-06","63,643","63,389","63,925","63,264","29.49K","0.40%"
"2016-10-07","63,872","63,643","64,311","63,396","21.58K","0.36%"
"2016-10-08","63,979","63,872","64,080","63,675","17.37K","0.17%"
"2016-10-09","63,436","63,979","64,002","63,167","17.98K","-0.85%"
"2016-10-10","63,810","63,436","63,909","63,436","23.08K","0.59%"
"2016-10-11","66,358","63,810","66,500","63,738","30.50K","3.99%"
"2016-10-12","66,539","66,358","66,838","66,037","20.38K","0.27%"
"2016-10-13","66,230","66,539","66,695","66,000","27.08K","-0.46%"
"2016-10-14","66,920","66,230","66,960","66,225","15.52K","1.04%"
"2016-10-15","66,692","66,920","67,202","66,344","30.95K","-0.34%"
"2016-10-16","67,023","66,692","67,250","66,692","24.80K","0.50%"
"2016-10-17","66,959","67,023","67,114","66,794","25.12K","-0.10%"
"2016-10-18","66,920","66,959","67,110","66,529","21.90K","-0.06%"
"2016-10-19","65,740","66,920","67,000","65,269","16.91K","-1.76%"
"2016-10-20","65,800","65,740","65,970","65,400","17.88K","0.09%"
"2016-10-21","66,363","65,800","66,400","65,761","9.61K","0.86%"
"2016-10-22","68,921","66,440","69,067","66,301","16.14K","3.85%"
"2016-10-23","68,306","68,921","69,739","68,060","23.44K","-0.89%"
"2016-10-24","68,891","68,306","68,999","68,033","22.36K","0.86%"
"2016-10-25","68,948","68,891","69,912","68,830","60.67K","0.08%"
"2016-10-26","71,799","68,948","71,850","68,800","25.15K","4.14%"
"2016-10-27","72,960","71,820","73,078","71,566","31.10K","1.62%"
"2016-10-28","73,332","72,960","73,702","72,943","19.45K","0.51%"
"2016-10-29","76,874","73,332","77,403","73,286","39.56K","4.83%"
"2016-10-30","74,241","76,874","76,874","72,400","38.68K","-3.43%"
"2016-10-31","75,042","74,241","75,826","72,756","37.82K","1.08%"
"2016-11-01","77,127","75,042","78,096","74,520","45.06K","2.78%"
"2016-11-02","77,075","77,127","77,260","75,500","30.88K","-0.07%"
"2016-11-03","71,260","77,075","78,300","69,501","35.05K","-7.54%"
"2016-11-04","73,096","71,260","74,210","71,000","24.32K","2.58%"
"2016-11-05","73,196","73,096","73,640","72,280","14.81K","0.14%"
"2016-11-06","74,594","73,196","74,900","72,283","18.78K","1.91%"
"2016-11-07","74,331","74,594","74,800","73,295","27.31K","-0.35%"
"2016-11-08","75,015","74,331","75,438","73,960","24.83K","0.92%"
"2016-11-09","77,297","75,015","77,300","73,723","34.31K","3.04%"
"2016-11-10","76,902","77,297","77,325","76,018","27.25K","-0.51%"
"2016-11-11","77,002","76,888","77,149","76,529","22.67K","0.13%"
"2016-11-12","76,024","77,002","77,222","75,750","21.89K","-1.27%"
"2016-11-13","75,600","76,024","76,101","73,402","29.27K","-0.56%"
"2016-11-14","76,568","75,600","76,993","75,169","21.09K","1.28%"
"2016-11-15","77,508","76,568","77,990","76,501","21.19K","1.23%"
"2016-11-16","80,892","77,508","81,600","77,154","22.10K","4.37%"
"2016-11-17","82,000","80,873","83,008","80,501","23.85K","1.37%"
"2016-11-18","83,179","82,000","83,221","81,688","18.03K","1.44%"
"2016-11-19","84,101","83,179","84,930","83,076","19.91K","1.11%"
"2016-11-20","81,422","84,200","84,556","78,891","38.14K","-3.19%"
"2016-11-21","82,825","81,450","83,080","81,419","26.92K","1.72%"
"2016-11-22","84,647","82,800","85,100","82,502","27.32K","2.20%"
"2016-11-23","84,529","84,647","84,738","82,724","37.21K","-0.14%"
"2016-11-24","84,745","84,529","85,083","83,716","28.73K","0.26%"
"2016-11-25","84,950","84,745","85,068","84,350","11.99K","0.24%"
"2016-11-26","84,775","85,005","85,500","84,058","12.94K","-0.21%"
"2016-11-27","84,457","84,775","85,099","84,210","8.34K","-0.38%"
"2016-11-28","84,523","84,457","84,990","84,120","13.22K","0.08%"
"2016-11-29","84,705","84,523","85,500","84,500","19.24K","0.22%"
"2016-11-30","87,273","84,705","87,630","84,658","9.85K","3.03%"
"2016-12-01","88,750","87,273","89,160","87,000","24.54K","1.69%"
"2016-12-02","91,997","88,750","94,000","88,700","19.62K","3.66%"
"2016-12-03","91,300","91,997","93,280","89,500","21.89K","-0.76%"
"2016-12-04","91,300","91,249","91,980","90,400","35.82K","0.00%"
"2016-12-05","91,226","91,300","92,898","89,011","17.46K","-0.08%"
"2016-12-06","90,738","91,226","92,540","90,600","33.83K","-0.53%"
"2016-12-07","90,241","90,507","91,175","88,000","37.15K","-0.55%"
"2016-12-08","89,593","90,241","90,588","88,344","35.88K","-0.72%"
"2016-12-09","90,329","89,593","90,550","89,000","35.60K","0.82%"
"2016-12-10","90,186","90,329","90,690","90,046","28.69K","-0.16%"
"2016-12-11","89,822","90,186","90,330","89,501","20.74K","-0.40%"
"2016-12-12","91,201","89,822","91,488","89,803","19.52K","1.54%"
"2016-12-13","91,775","91,201","91,908","91,120","26.38K","0.63%"
"2016-12-14","91,479","91,740","92,090","90,000","22.99K","-0.32%"
"2016-12-15","92,410","91,479","92,649","91,450","19.90K","1.02%"
"2016-12-16","93,275","92,410","93,650","92,351","16.69K","0.94%"
"2016-12-17","93,819","93,275","94,210","93,250","20.59K","0.58%"
"2016-12-18","93,830","93,819","94,151","93,134","16.01K","0.01%"
"2016-12-19","93,891","93,830","94,160","93,604","17.96K","0.07%"
"2016-12-20","95,810","93,891","96,000","93,850","24.48K","2.04%"
"2016-12-21","100,035","95,776","100,130","95,730","20.36K","4.41%"
"2016-12-22","105,377","102,799","109,890","102,270","26.78K","5.34%"
"2016-12-23","110,662","105,377","111,218","105,151","24.10K","5.02%"
"2016-12-24","108,061","110,662","110,840","107,084","18.97K","-2.35%"
"2016-12-25","107,455","108,061","108,810","103,496","26.05K","-0.56%"
"2016-12-26","108,121","107,455","108,998","105,578","23.37K","0.62%"
"2016-12-27","111,462","108,121","113,466","107,500","25.47K","3.09%"
"2016-12-28","117,881","111,462","118,177","111,040","24.91K","5.76%"
"2016-12-29","116,864","118,208","119,968","113,500","28.35K","-0.86%"
"2016-12-30","115,814","116,864","117,300","110,900","34.80K","-0.90%"
"2016-12-31","115,846","115,880","115,980","113,630","36.34K","0.03%"
"2017-01-01","120,735","115,846","121,208","115,302","25.43K","4.22%"
"2017-01-02","122,210","120,735","123,000","120,200","8.11K","1.22%"
"2017-01-03","122,833","122,337","123,213","121,320","45.05K","0.51%"
"2017-01-04","142,704","122,833","142,760","122,800","44.16K","16.18%"
"2017-01-05","117,450","142,704","152,232","103,400","36.54K","-17.70%"
"2017-01-06","111,794","117,450","133,999","104,698","25.63K","-4.82%"
"2017-01-07","109,509","111,794","112,871","99,900","25.24K","-2.04%"
"2017-01-08","108,288","109,509","113,000","105,456","31.94K","-1.11%"
"2017-01-09","105,004","108,288","108,452","103,493","27.40K","-3.03%"
"2017-01-10","107,224","105,004","107,999","104,263","34.72K","2.11%"
"2017-01-11","90,700","107,224","109,249","89,095","47.08K","-15.41%"
"2017-01-12","93,101","90,700","96,336","86,000","38.73K","2.65%"
"2017-01-13","95,078","93,101","96,852","90,225","40.48K","2.12%"
"2017-01-14","94,427","95,078","96,990","93,000","37.46K","-0.68%"
"2017-01-15","94,352","94,427","95,027","93,014","29.87K","-0.08%"
"2017-01-16","95,430","94,352","96,500","94,212","23.00K","1.14%"
"2017-01-17","103,797","95,430","104,500","95,357","32.44K","8.77%"
"2017-01-18","100,714","103,797","104,989","96,498","31.87K","-2.97%"
"2017-01-19","102,613","100,714","103,300","100,435","21.33K","1.89%"
"2017-01-20","102,768","102,613","103,599","101,900","17.50K","0.15%"
"2017-01-21","105,993","102,768","106,250","102,701","20.06K","3.14%"
"2017-01-22","105,670","105,993","108,682","103,002","24.01K","-0.30%"
"2017-01-23","105,042","105,670","106,512","104,599","20.56K","-0.59%"
"2017-01-24","103,302","105,042","105,478","101,000","21.84K","-1.66%"
"2017-01-25","102,081","103,302","103,600","101,510","15.78K","-1.18%"
"2017-01-26","105,599","102,081","105,637","102,080","19.38K","3.45%"
"2017-01-27","105,871","105,599","106,300","105,018","15.48K","0.26%"
"2017-01-28","106,120","105,871","106,390","105,780","10.31K","0.24%"
"2017-01-29","105,901","106,120","106,500","105,800","10.74K","-0.21%"
"2017-01-30","105,830","105,901","106,201","105,491","12.62K","-0.07%"
"2017-01-31","109,415","105,830","109,500","105,550","25.78K","3.39%"
"2017-02-01","112,846","109,415","114,000","109,191","27.50K","3.14%"
"2017-02-02","116,360","112,846","116,510","112,397","23.79K","3.11%"
"2017-02-03","116,856","116,360","119,800","115,000","32.26K","0.43%"
"2017-02-04","117,695","116,856","118,101","115,117","24.71K","0.72%"
"2017-02-05","117,651","117,695","117,924","116,057","18.06K","-0.04%"
"2017-02-06","117,518","117,651","117,881","117,005","16.04K","-0.11%"
"2017-02-07","119,905","117,518","119,980","117,325","21.41K","2.03%"
"2017-02-08","122,495","119,905","123,500","117,500","29.07K","2.16%"
"2017-02-09","113,797","122,495","123,500","103,360","40.28K","-7.10%"
"2017-02-10","113,915","113,797","115,999","109,061","28.17K","0.10%"
"2017-02-11","114,912","113,915","115,462","112,272","20.14K","0.88%"
"2017-02-12","114,532","114,912","115,070","114,208","12.48K","-0.33%"
"2017-02-13","115,530","114,532","117,279","113,400","19.50K","0.87%"
"2017-02-14","116,974","115,530","117,494","115,251","22.64K","1.25%"
"2017-02-15","117,647","116,974","117,956","116,872","15.54K","0.58%"
"2017-02-16","119,753","117,647","120,000","117,611","22.08K","1.79%"
"2017-02-17","121,510","119,753","122,000","119,750","25.70K","1.47%"
"2017-02-18","121,616","121,510","121,998","121,001","16.85K","0.09%"
"2017-02-19","121,290","121,616","121,697","120,501","13.81K","-0.27%"
"2017-02-20","123,240","121,290","123,713","120,871","13.23K","1.61%"
"2017-02-21","130,995","123,240","131,397","123,201","31.97K","6.29%"
"2017-02-22","130,182","130,995","131,082","128,725","26.59K","-0.62%"
"2017-02-23","135,800","130,182","136,499","129,891","27.61K","4.32%"
"2017-02-24","136,217","135,800","139,350","130,096","34.44K","0.31%"
"2017-02-25","131,196","136,217","136,740","126,596","20.37K","-3.69%"
"2017-02-26","134,828","131,196","135,481","129,500","19.58K","2.77%"
"2017-02-27","135,350","134,828","136,562","133,200","19.24K","0.39%"
"2017-02-28","138,710","135,350","139,090","135,194","19.09K","2.48%"
"2017-03-01","144,035","138,710","144,070","138,619","18.68K","3.84%"
"2017-03-02","147,872","144,035","148,800","142,635","26.41K","2.66%"
"2017-03-03","148,937","147,872","150,000","147,100","20.76K","0.72%"
"2017-03-04","147,864","148,937","149,881","143,500","13.52K","-0.72%"
"2017-03-05","147,950","147,864","148,100","145,491","10.32K","0.06%"
"2017-03-06","148,211","147,950","148,925","147,691","13.12K","0.18%"
"2017-03-07","142,801","148,211","148,500","140,811","18.15K","-3.65%"
"2017-03-08","135,625","142,801","145,600","133,000","42.60K","-5.03%"
"2017-03-09","138,800","135,625","140,656","134,923","17.88K","2.34%"
"2017-03-10","135,200","138,800","147,600","128,431","26.84K","-2.59%"
"2017-03-11","138,360","135,200","140,920","134,658","14.44K","2.34%"
"2017-03-12","143,761","138,360","144,281","138,316","9.62K","3.90%"
"2017-03-13","145,330","143,761","145,793","143,320","12.52K","1.09%"
"2017-03-14","144,675","145,330","145,650","143,851","11.08K","-0.45%"
"2017-03-15","145,150","144,675","145,610","143,800","10.74K","0.33%"
"2017-03-16","137,300","145,150","145,214","132,640","17.91K","-5.41%"
"2017-03-17","125,510","137,300","137,588","125,000","21.69K","-8.59%"
"2017-03-18","108,687","125,510","129,610","105,001","27.49K","-13.40%"
"2017-03-19","120,051","108,687","128,400","108,687","21.41K","10.46%"
"2017-03-20","121,650","120,051","124,694","119,750","17.03K","1.33%"
"2017-03-21","127,454","121,650","127,786","121,586","18.51K","4.77%"
"2017-03-22","118,830","127,454","127,475","113,549","25.37K","-6.77%"
"2017-03-23","115,810","118,830","119,460","114,900","23.59K","-2.54%"
"2017-03-24","103,300","115,810","116,249","102,240","24.23K","-10.80%"
"2017-03-25","110,564","103,300","111,170","98,570","22.36K","7.03%"
"2017-03-26","108,213","110,564","111,900","105,768","20.65K","-2.13%"
"2017-03-27","117,000","108,213","117,201","107,097","19.09K","8.12%"
"2017-03-28","117,750","117,000","119,777","114,800","15.76K","0.64%"
"2017-03-29","116,610","117,750","119,700","113,807","16.30K","-0.97%"
"2017-03-30","116,438","116,610","117,800","115,000","11.36K","-0.15%"
"2017-03-31","121,339","116,438","121,826","116,421","11.09K","4.21%"
"2017-04-01","122,797","121,339","124,197","120,500","10.92K","1.20%"
"2017-04-02","122,925","122,797","123,330","121,740","6.71K","0.10%"
"2017-04-03","128,200","122,925","128,814","122,870","18.35K","4.29%"
"2017-04-04","128,488","128,200","128,851","125,935","16.14K","0.22%"
"2017-04-05","127,515","128,488","128,749","127,001","10.10K","-0.76%"
"2017-04-06","133,491","127,515","134,719","127,470","14.26K","4.69%"
"2017-04-07","134,217","133,491","134,700","131,000","9.60K","0.54%"
"2017-04-08","133,730","134,217","134,599","132,935","7.65K","-0.36%"
"2017-04-09","135,049","133,730","135,981","132,400","7.76K","0.99%"
"2017-04-10","135,100","135,049","135,855","134,500","5.46K","0.04%"
"2017-04-11","135,300","135,100","135,880","134,872","7.87K","0.15%"
"2017-04-12","133,100","135,300","135,800","133,000","8.46K","-1.63%"
"2017-04-13","130,120","133,100","134,174","127,940","14.53K","-2.24%"
"2017-04-14","131,478","130,120","132,600","130,070","8.30K","1.04%"
"2017-04-15","131,481","131,478","133,230","131,476","5.72K","0.00%"
"2017-04-16","131,850","131,481","132,592","131,477","5.29K","0.28%"
"2017-04-17","132,700","131,850","133,500","131,531","7.50K","0.64%"
"2017-04-18","132,686","132,700","133,910","132,540","7.41K","-0.01%"
"2017-04-19","133,457","132,686","133,784","132,500","5.49K","0.58%"
"2017-04-20","136,450","133,457","136,540","133,310","6.65K","2.24%"
"2017-04-21","138,146","136,450","138,725","136,421","6.16K","1.24%"
"2017-04-22","137,631","138,146","138,300","134,590","6.14K","-0.37%"
"2017-04-23","137,958","137,631","138,015","136,826","3.76K","0.24%"
"2017-04-24","138,140","137,958","138,751","137,723","4.84K","0.13%"
"2017-04-25","141,696","138,140","141,950","138,140","4.45K","2.57%"
"2017-04-26","144,287","141,696","144,970","141,513","7.23K","1.83%"
"2017-04-27","147,999","144,287","148,221","143,900","7.52K","2.57%"
"2017-04-28","149,000","147,999","149,410","144,328","11.45K","0.68%"
"2017-04-29","147,810","149,000","149,200","146,810","3.66K","-0.80%"
